From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_002804494.1	A0A3G2W8B0	unreviewed	A0A3G2W8B0_9XANT	30S ribosomal protein S18	rpsR Xcom_14055	Xanthomonas axonopodis pv. commiphoreae	76
WP_002804494.1	A0A828YU83	unreviewed	A0A828YU83_XANCM	30S ribosomal protein S18	rpsR WS7_02595	Xanthomonas citri pv. malvacearum str. GSPB2388	76
WP_002804494.1	H8FF87	unreviewed	H8FF87_XANCI	30S ribosomal protein S18	rpsR XMIN_2003	Xanthomonas citri pv. mangiferaeindicae LMG 941	76
WP_002804494.1	A0A0L8A498	unreviewed	A0A0L8A498_9GAMM	30S ribosomal protein S18	rpsR W7K_20890	Stenotrophomonas geniculata N1	76
WP_002804494.1	J7VUA2	unreviewed	J7VUA2_STEMA	30S ribosomal protein S18	rpsR A1OC_02956	Stenotrophomonas maltophilia Ab55555	76
WP_002804494.1	A0A0R0AK22	unreviewed	A0A0R0AK22_9GAMM	30S ribosomal protein S18	rpsR ARC78_10920	Stenotrophomonas pictorum JCM 9942	76
WP_002804494.1	M4U9M1	unreviewed	M4U9M1_9XANT	30S ribosomal protein S18	rpsR XAC29_08185	Xanthomonas axonopodis Xac29-1	76
WP_002804494.1	T5KXY2	unreviewed	T5KXY2_STEMA	30S ribosomal protein S18	rpsR L681_01380	Stenotrophomonas maltophilia MF89	76
WP_002804494.1	A0A4R7UJN1	unreviewed	A0A4R7UJN1_9GAMM	30S ribosomal protein S18	rpsR N440_2170	Stenotrophomonas sp. CC22-02	76
WP_002804494.1	A0A239Q9F4	unreviewed	A0A239Q9F4_9GAMM	30S ribosomal protein S18	rpsR SAMN02744786_2691	Stenotrophomonas sp. CC120222-04	76
WP_002804494.1	A0A1D9EKB5	unreviewed	A0A1D9EKB5_XANCG	30S ribosomal protein S18	rpsR BHE84_16195	Xanthomonas citri pv. glycines str. 8ra	76
WP_002804494.1	A0A7Z2V9Q9	unreviewed	A0A7Z2V9Q9_XANCA	30S ribosomal protein S18	rpsR HG421_06460	Xanthomonas campestris pv. badrii	76
WP_002804494.1	A0A149Q8K3	unreviewed	A0A149Q8K3_9GAMM	30S ribosomal protein S18	rpsR AB839_15730	Stenotrophomonas sp. DDT-1	76
WP_002804494.1	A0A854E2D3	unreviewed	A0A854E2D3_9GAMM	30S ribosomal protein S18	rpsR BU225_09990	Stenotrophomonas sp. MB339	76
WP_002804494.1	A0A7W3FJF3	unreviewed	A0A7W3FJF3_9GAMM	30S ribosomal protein S18	rpsR H4O11_02390	Stenotrophomonas tumulicola	76
WP_002804494.1	A0A0J6FXN8	unreviewed	A0A0J6FXN8_9XANT	30S ribosomal protein S18	rpsR ACP93_17990	Xanthomonas sp. NCPPB 1128	76
WP_002804494.1	A0A126NEK1	unreviewed	A0A126NEK1_9GAMM	30S ribosomal protein S18	rpsR AXG53_01240	Stenotrophomonas sp. KCTC 12332	76
WP_002804494.1	A0A2S7EKK5	unreviewed	A0A2S7EKK5_XANEU	30S ribosomal protein S18	rpsR XaclCFBP3371_03470	Xanthomonas euvesicatoria pv. citrumelonis	76
WP_002804494.1	A0A1E7RJ54	unreviewed	A0A1E7RJ54_9GAMM	30S ribosomal protein S18	rpsR BIY45_17165	Stenotrophomonas sp. BIIR7	76
WP_002804494.1	Q8PM13	reviewed	RS18_XANAC	30S ribosomal protein S18	rpsR XAC1621	Xanthomonas axonopodis pv. citri (strain 306)	76
WP_002804494.1	A0A1D8Y6M0	unreviewed	A0A1D8Y6M0_9GAMM	30S ribosomal protein S18	rpsR BIZ42_02550	Stenotrophomonas sp. LM091	76
WP_002804494.1	A0A1Z2LLC7	unreviewed	A0A1Z2LLC7_9GAMM	30S ribosomal protein S18	rpsR CCR98_13435	Stenotrophomonas sp. WZN-1	76
WP_002804494.1	A0A2M9QXD9	unreviewed	A0A2M9QXD9_9GAMM	30S ribosomal protein S18	rpsR CR156_11400	Stenotrophomonas lactitubi	76
WP_002804494.1	A0A1W1GU09	unreviewed	A0A1W1GU09_9GAMM	30S ribosomal protein S18	rpsR SAMN04488690_0520	Stenotrophomonas indicatrix	76
WP_002804494.1	A0A2R7IGG7	unreviewed	A0A2R7IGG7_9GAMM	30S ribosomal protein S18	rpsR DBR20_20465	Stenotrophomonas sp. HMWF023	76
WP_002804494.1	A0A7U6AEM2	unreviewed	A0A7U6AEM2_9GAMM	30S ribosomal protein S18	rpsR C1931_12445	Stenotrophomonas sp. YAU14A_MKIMI4_1	76
WP_002804494.1	A0A3S7K576	unreviewed	A0A3S7K576_9GAMM	30S ribosomal protein S18	rpsR C1929_13420	Stenotrophomonas sp. ZAC14D1_NAIMI4_6	76
WP_002804494.1	A0A3S7KGJ8	unreviewed	A0A3S7KGJ8_9GAMM	30S ribosomal protein S18	rpsR C1925_12990	Stenotrophomonas sp. SAU14A_NAIMI4_5	76
WP_002804494.1	A0A3Q8FHS1	unreviewed	A0A3Q8FHS1_9GAMM	30S ribosomal protein S18	rpsR C1924_12255	Stenotrophomonas sp. ESTM1D_MKCIP4_1	76
WP_002804494.1	A0A2T3WS66	unreviewed	A0A2T3WS66_9GAMM	30S ribosomal protein S18	rpsR C9416_13225	Stenotrophomonas sp. Nf4	76
WP_002804494.1	A0A023Y1T5	unreviewed	A0A023Y1T5_9GAMM	30S ribosomal protein S18	rpsR BAY15_2336 BCL79_0871 DX03_07700 EDF74_1726 F9K92_12950 G9274_002299 SrhCFBP13529_07550	Stenotrophomonas rhizophila	76
WP_002804494.1	A0A363S1V8	unreviewed	A0A363S1V8_9GAMM	30S ribosomal protein S18	rpsR DCO49_06340	Stenotrophomonas sp. SPM	76
WP_002804494.1	A0A397NB47	unreviewed	A0A397NB47_9GAMM	30S ribosomal protein S18	rpsR DFO63_0837	Stenotrophomonas sp. AG209	76
WP_002804494.1	A0A427CBY3	unreviewed	A0A427CBY3_9GAMM	30S ribosomal protein S18	rpsR EGJ34_09710	Stenotrophomonas sp. 278	76
WP_002804494.1	A0A7Z7EL31	unreviewed	A0A7Z7EL31_9XANT	30S ribosomal protein S18	rpsR EI541_09015	Xanthomonas axonopodis pv. eucalyptorum	76
WP_002804494.1	A0A4Q1CXL0	unreviewed	A0A4Q1CXL0_9GAMM	30S ribosomal protein S18	rpsR ERT44_01980	Stenotrophomonas sp. MA5	76
WP_002804494.1	A0A4S0YPU7	unreviewed	A0A4S0YPU7_9BACT	30S ribosomal protein S18	rpsR EN806_30695	bacterium M00.F.Ca.ET.163.01.1.1	76
WP_002804494.1	A0A4V3MUQ0	unreviewed	A0A4V3MUQ0_9BACT	30S ribosomal protein S18	rpsR EN820_19610	bacterium M00.F.Ca.ET.177.01.1.1	76
WP_002804494.1	A0A6N7Q474	unreviewed	A0A6N7Q474_9XANT	30S ribosomal protein S18	rpsR GIY21_01945	Xanthomonas sontii	76
WP_002804494.1	A0A0R0BL29	unreviewed	A0A0R0BL29_9GAMM	30S ribosomal protein S18	rpsR ABB25_09075	Stenotrophomonas koreensis	76
WP_002804494.1	A0A6N7NXB3	unreviewed	A0A6N7NXB3_9GAMM	30S ribosomal protein S18	rpsR GIJ70_06535	Stenotrophomonas sp. MY15	76
WP_002804494.1	A0A7W9JXB7	unreviewed	A0A7W9JXB7_9XANT	30S ribosomal protein S18	rpsR GGR66_001424	Xanthomonas sp. 3498	76
WP_002804494.1	A0A6P1EE75	unreviewed	A0A6P1EE75_9GAMM	30S ribosomal protein S18	rpsR GQ674_11365	Stenotrophomonas sp. 364	76
WP_002804494.1	A0A7Y9SY22	unreviewed	A0A7Y9SY22_9GAMM	30S ribosomal protein S18	rpsR HDC96_000452	Stenotrophomonas sp. JAI102	76
WP_002804494.1	A0A7Z0NYT5	unreviewed	A0A7Z0NYT5_9GAMM	30S ribosomal protein S18	rpsR HFK18_12430	Stenotrophomonas sp. SbOxS2	76
WP_002804494.1	A0A7Y8GSL8	unreviewed	A0A7Y8GSL8_9GAMM	30S ribosomal protein S18	rpsR HH110_18015	Stenotrophomonas sp. SAM-B	76
WP_002804494.1	A0A7H8NRW6	unreviewed	A0A7H8NRW6_9GAMM	30S ribosomal protein S18	rpsR HUT07_06780	Stenotrophomonas sp. NA06056	76
WP_002804494.1	A0A7W3UYX2	unreviewed	A0A7W3UYX2_9GAMM	30S ribosomal protein S18	rpsR H4O09_05090	Stenotrophomonas sp. W1S232	76
WP_002804494.1	A0A5N0KMM8	unreviewed	A0A5N0KMM8_9GAMM	30S ribosomal protein S18	rpsR FJU31_12540	Stenotrophomonas cyclobalanopsidis	76
WP_002804494.1	A0A7S6Z004	unreviewed	A0A7S6Z004_9XANT	30S ribosomal protein S18	rpsR IG630_08280	Xanthomonas sp. WG16	76
WP_002804494.1	A0A6P1SFN6	unreviewed	A0A6P1SFN6_XANAL	30S ribosomal protein S18	rpsR XaFJ1_GM001724	Xanthomonas albilineans	76
WP_002804494.1	Q3BV20	reviewed	RS18_XANC5	30S ribosomal protein S18	rpsR XCV1662	Xanthomonas campestris pv. vesicatoria (strain 85-10)	76
WP_002804494.1	A0A0B3TH92	unreviewed	A0A0B3TH92_XANCH	30S ribosomal protein S18	rpsR XAP6984_310044 XFF6991_420333	Xanthomonas campestris pv. phaseoli	76
WP_002804494.1	A0A098Q476	unreviewed	A0A098Q476_9XANT	30S ribosomal protein S18	rpsR GW15_0207285 XAV_08670	Xanthomonas axonopodis pv. vasculorum	76
WP_002804494.1	A0A2H1SFI8	unreviewed	A0A2H1SFI8_XANCI	30S ribosomal protein S18	rpsR XFF6992_530040	Xanthomonas citri pv. fuscans	76
WP_002804494.1	A0A1S1XJ80	unreviewed	A0A1S1XJ80_9XANT	30S ribosomal protein S18	rpsR BHL63_20800	Xanthomonas alfalfae	76
WP_002804494.1	D2UE55	unreviewed	D2UE55_XANAP	30S ribosomal protein S18	rpsR XALc_1734	Xanthomonas albilineans (strain GPE PC73 / CFBP 7063)	76
WP_002804494.1	B8L4V5	unreviewed	B8L4V5_9GAMM	30S ribosomal protein S18	rpsR SSKA14_3223	Stenotrophomonas sp. SKA14	76
WP_002804494.1	A0A0F5ZN65	unreviewed	A0A0F5ZN65_STEMA	30S ribosomal protein S18	rpsR A7X75_14570 A7X82_09385 A7X83_14630 ARC23_00295 B9Y57_14480 B9Y64_21350 B9Y66_03110 B9Y72_11705 B9Y74_10535 B9Y76_13510 B9Y88_13955 BN126330124 BWP19_20575 C6Y55_15015 C7E14_07485 CEE60_12565 CEE63_11190 CEK00_03285 DI034_03030 DI592_07590 DKY64_00870 DUW70_09195 E5352_18855 EGJ89_08325 EGM71_13230 EKL94_01155 FEO86_14325 FEO88_15240 FEO89_14070 FEO90_13150 FEO94_13850 FLFIOBJN_01738 GAK31_01090 HKK60_08145 I5T99_13965 I5V54_02980 VL23_00180 VM57_12870	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	76
WP_002804494.1	A0A0R0BZQ1	unreviewed	A0A0R0BZQ1_9GAMM	30S ribosomal protein S18	rpsR ABB26_14395	Stenotrophomonas humi	76
WP_002804494.1	A0A0R0CQZ7	unreviewed	A0A0R0CQZ7_9GAMM	30S ribosomal protein S18	rpsR ABB27_10995	Stenotrophomonas terrae	76
