From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
9496737	I0TC30	unreviewed	I0TC30_9BACT	30S ribosomal protein S12	rpsL HMPREF9969_0616	Prevotella sp. oral taxon 306 str. F0472	127
9496737	X6PWK8	unreviewed	X6PWK8_9BACT	30S ribosomal protein S12	rpsL HMPREF1505_0764	Prevotella sp. ICM33	127
9496737	U2KER2	unreviewed	U2KER2_9BACT	30S ribosomal protein S12	rpsL HMPREF9148_01737	Prevotella sp. F0091	127
9496737	A0A095YWF2	unreviewed	A0A095YWF2_9BACT	30S ribosomal protein S12	rpsL HMPREF2132_08085	Prevotella histicola JCM 15637 = DNF00424	127
9496737	A0A0K1NJE7	unreviewed	A0A0K1NJE7_9BACT	30S ribosomal protein S12	rpsL ADJ77_04850	Prevotella fusca JCM 17724	127
9496737	A0A1B1I8S2	unreviewed	A0A1B1I8S2_9BACT	30S ribosomal protein S12	rpsL AXF22_06870	Prevotella scopos JCM 17725	127
9496737	U2MSH7	unreviewed	U2MSH7_9BACT	30S ribosomal protein S12	rpsL HMPREF9145_0464	Prevotella salivae F0493	127
9496737	A0A096AWV9	unreviewed	A0A096AWV9_9BACT	30S ribosomal protein S12	rpsL HMPREF9302_08020	Prevotella amnii DNF00058	127
9496737	A0A096CIW7	unreviewed	A0A096CIW7_9BACT	30S ribosomal protein S12	rpsL HMPREF0647_02745	Prevotella bivia DNF00320	127
9496737	A0A096CF69	unreviewed	A0A096CF69_9BACT	30S ribosomal protein S12	rpsL HMPREF0661_11220	Prevotella melaninogenica DNF00666	127
9496737	A0A7C9HET2	unreviewed	A0A7C9HET2_9BACT	30S ribosomal protein S12	rpsL F0475_08765	Prevotella vespertina	127
9496737	A0A137SYS0	unreviewed	A0A137SYS0_9BACT	30S ribosomal protein S12	rpsL HMPREF3202_00892	Prevotella bivia	127
9496737	A0A250KFN6	unreviewed	A0A250KFN6_9BACT	30S ribosomal protein S12	rpsL FIU21_05805 PMEL1_00351	Prevotella melaninogenica	127
9496737	A0A1T4R2W9	unreviewed	A0A1T4R2W9_9BACT	30S ribosomal protein S12	rpsL SAMN02745202_02061	Prevotella oulorum	127
9496737	A0A134BN89	unreviewed	A0A134BN89_9BACT	30S ribosomal protein S12	rpsL HMPREF1860_00184	Prevotella amnii	127
9496737	D9RTK3	unreviewed	D9RTK3_PREMB	30S ribosomal protein S12	rpsL HMPREF0659_A5311	Prevotella melaninogenica (strain ATCC 25845 / DSM 7089 / JCM 6325 / VPI 2381 / B282) (Bacteroides melaninogenicus)	127
9496737	G1VFW0	unreviewed	G1VFW0_9BACT	30S ribosomal protein S12	rpsL HMPREF0666_02293	Prevotella sp. C561	127
9496737	A0A2T4TIT1	unreviewed	A0A2T4TIT1_9BACT	30S ribosomal protein S12	rpsL AXF23_07905	Prevotella sp. oral taxon 313	127
9496737	E1GV04	unreviewed	E1GV04_9BACT	30S ribosomal protein S12	rpsL HMPREF9018_1419	Prevotella amnii CRIS 21A-A	127
9496737	G1WD64	unreviewed	G1WD64_9BACT	30S ribosomal protein S12	rpsL HMPREF9431_01765	Prevotella oulorum F0390	127
9496737	G6AD71	unreviewed	G6AD71_9BACT	30S ribosomal protein S12	rpsL HMPREF9138_00048	Prevotella histicola F0411	127
9496737	I4Z903	unreviewed	I4Z903_9BACT	30S ribosomal protein S12	rpsL PrebiDRAFT_0965	Prevotella bivia DSM 20514	127
9496737	E6MP82	unreviewed	E6MP82_9BACT	30S ribosomal protein S12	rpsL HMPREF9420_1300	Prevotella salivae DSM 15606	127
9496357	I0TDP9	unreviewed	I0TDP9_9BACT	PF11387 family protein	HMPREF9969_0300	Prevotella sp. oral taxon 306 str. F0472	73
9496357	X6Q3X0	unreviewed	X6Q3X0_9BACT	PF11387 family protein	HMPREF1505_1633	Prevotella sp. ICM33	73
9496357	A0A2K9H6T2	unreviewed	A0A2K9H6T2_9BACT	DUF2795 domain-containing protein	CRM71_01335	Prevotella jejuni	73
9496357	U2KEQ2	unreviewed	U2KEQ2_9BACT	Uncharacterized protein	HMPREF9148_01811	Prevotella sp. F0091	73
9496357	A0A1B1I5I9	unreviewed	A0A1B1I5I9_9BACT	Uncharacterized protein	AXF22_00185	Prevotella scopos JCM 17725	73
9496357	A0A096CBF5	unreviewed	A0A096CBF5_9BACT	Uncharacterized protein	HMPREF9302_04310	Prevotella amnii DNF00058	73
9496357	A0A096AGR9	unreviewed	A0A096AGR9_9BACT	Uncharacterized protein	HMPREF0647_01085	Prevotella bivia DNF00320	73
9496357	A0A096A9F4	unreviewed	A0A096A9F4_9BACT	Uncharacterized protein	HMPREF0661_11895	Prevotella melaninogenica DNF00666	73
9496357	A0A7C9LV34	unreviewed	A0A7C9LV34_9BACT	DUF2795 domain-containing protein	F0475_11715	Prevotella vespertina	73
9496357	A0A137T0E9	unreviewed	A0A137T0E9_9BACT	Uncharacterized protein	HMPREF3202_00348	Prevotella bivia	73
9496357	A0A379E4M6	unreviewed	A0A379E4M6_9BACT	Protein of uncharacterized function (DUF2795)	NCTC13067_01301	Prevotella denticola	73
9496357	A0A250KFQ9	unreviewed	A0A250KFQ9_9BACT	DUF2795 domain-containing protein	FIU21_05465 PMEL1_00289	Prevotella melaninogenica	73
9496357	A0A134BN41	unreviewed	A0A134BN41_9BACT	Uncharacterized protein	HMPREF1860_00139	Prevotella amnii	73
9496357	D9RTG5	unreviewed	D9RTG5_PREMB	Uncharacterized protein	HMPREF0659_A5265	Prevotella melaninogenica (strain ATCC 25845 / DSM 7089 / JCM 6325 / VPI 2381 / B282) (Bacteroides melaninogenicus)	73
9496357	G1VFR3	unreviewed	G1VFR3_9BACT	Uncharacterized protein	HMPREF0666_02246	Prevotella sp. C561	73
9496357	A0A2T4TIZ5	unreviewed	A0A2T4TIZ5_9BACT	DUF2795 domain-containing protein	AXF23_08210	Prevotella sp. oral taxon 313	73
9496357	E1GUN9	unreviewed	E1GUN9_9BACT	Uncharacterized protein	HMPREF9018_1704	Prevotella amnii CRIS 21A-A	73
9496357	I4Z8S1	unreviewed	I4Z8S1_9BACT	Uncharacterized protein	PrebiDRAFT_0875	Prevotella bivia DSM 20514	73
9496357	F0H4M1	unreviewed	F0H4M1_9BACT	Uncharacterized protein	HMPREF9303_1581	Prevotella denticola CRIS 18C-A	73
9495909	V8CMN4	unreviewed	V8CMN4_9BACT	Translation initiation factor IF-1	infA HMPREF1173_01322	Prevotella nigrescens CC14M	72
9495909	I0TC60	unreviewed	I0TC60_9BACT	Translation initiation factor IF-1	infA HMPREF9969_0590	Prevotella sp. oral taxon 306 str. F0472	72
9495909	A0A1P8JFU7	unreviewed	A0A1P8JFU7_PREIN	Translation initiation factor IF-1	infA BWX39_08255	Prevotella intermedia ATCC 25611 = DSM 20706	72
9495909	X6PTZ9	unreviewed	X6PTZ9_9BACT	Translation initiation factor IF-1	infA HMPREF1505_0738	Prevotella sp. ICM33	72
9495909	A0A2K9H8H3	unreviewed	A0A2K9H8H3_9BACT	Translation initiation factor IF-1	infA CRM71_01750	Prevotella jejuni	72
9495909	U2J7B5	unreviewed	U2J7B5_9BACT	Translation initiation factor IF-1	infA HMPREF9148_01763	Prevotella sp. F0091	72
9495909	A0A095YVN1	unreviewed	A0A095YVN1_9BACT	Translation initiation factor IF-1	infA HMPREF2132_07955	Prevotella histicola JCM 15637 = DNF00424	72
9495909	A0A0K1NJC8	unreviewed	A0A0K1NJC8_9BACT	Translation initiation factor IF-1	infA ADJ77_04720	Prevotella fusca JCM 17724	72
9495909	A0A1B1I8R5	unreviewed	A0A1B1I8R5_9BACT	Translation initiation factor IF-1	infA AXF22_07000	Prevotella scopos JCM 17725	72
9495909	A0A0D9NEA3	unreviewed	A0A0D9NEA3_PREIN	Translation initiation factor IF-1	infA M573_107082	Prevotella intermedia ZT	72
9495909	A0A096AAF6	unreviewed	A0A096AAF6_9BACT	Translation initiation factor IF-1	infA HMPREF0661_11350	Prevotella melaninogenica DNF00666	72
9495909	A0A096CVL3	unreviewed	A0A096CVL3_9BACT	Translation initiation factor IF-1	infA HMPREF0654_05550	Prevotella disiens DNF00882	72
9495909	A0A7C9LAW5	unreviewed	A0A7C9LAW5_9BACT	Translation initiation factor IF-1	infA F0475_08895	Prevotella vespertina	72
9495909	A0A133QQW7	unreviewed	A0A133QQW7_9BACT	Translation initiation factor IF-1	infA HMPREF3226_00028	Prevotella corporis	72
9495909	A0A379E4F1	unreviewed	A0A379E4F1_9BACT	Translation initiation factor IF-1	infA NCTC13067_01227	Prevotella denticola	72
9495909	A0A379DWY5	unreviewed	A0A379DWY5_9BACT	Translation initiation factor IF-1	infA DXC89_06005 NCTC11157_00568	Prevotella disiens	72
